Make,Model,Year,Price (PKR),Mileage (KM),Fuel Type,Transmission,City,Condition
Kia,Stonic,2017,2685232,119197,Hybrid,Manual,Rawalpindi,Used
Honda,Civic,2005,2048459,122396,Diesel,Automatic,Faisalabad,Used
Honda,N WGN,2021,2260415,84,Petrol,Automatic,Lahore,New
Suzuki,Wagon R,2010,400000,126824,Petrol,Automatic,Peshawar,Used
Suzuki,Mehran,2012,400000,15226,Petrol,Automatic,Quetta,Used
Toyota,Aqua,2002,1740803,15517,Petrol,Automatic,Rawalpindi,Used
Honda,BR-V,2022,2344662,123519,Petrol,Automatic,Quetta,Used
Toyota,Yaris,2010,1735130,166813,Hybrid,Automatic,Sialkot,Used
Toyota,Hilux,2017,2017688,136604,Petrol,Manual,Islamabad,Used
Honda,City,2006,1448765,169368,Petrol,Manual,Karachi,Used
Nissan,Juke,2007,1897367,56235,Diesel,Manual,Multan,Used
Toyota,Aqua,2008,2566985,158494,Petrol,Manual,Multan,Used
Hyundai,Sonata,2004,400000,149928,Petrol,Manual,Multan,Used
Suzuki,Cultus,2015,579882,86720,Diesel,Manual,Islamabad,Used
Suzuki,Alto,2013,448264,20492,Petrol,Automatic,Lahore,Used
Toyota,Yaris,2008,2248896,113947,Petrol,Automatic,Sialkot,Used
Honda,City,2006,2990885,79268,Petrol,Manual,Peshawar,Used
Hyundai,Tucson,2023,2738823,76013,Diesel,Automatic,Lahore,Used
Suzuki,Swift,2010,637602,81815,Electric,Manual,Quetta,Used
Honda,City,2024,3824540,83455,Petrol,Manual,Multan,Used
Suzuki,Alto,2011,1004813,15,Hybrid,Manual,Faisalabad,New
Hyundai,Elantra,2008,2015746,158783,Petrol,Manual,Islamabad,Used
Suzuki,Cultus,2010,400000,134982,Petrol,Automatic,Peshawar,Used
Suzuki,Alto,2001,400000,101622,Hybrid,Automatic,Sialkot,Used
Suzuki,Wagon R,2015,529290,17770,Petrol,Manual,Sialkot,Used
Suzuki,Wagon R,2023,856552,136903,Petrol,Manual,Multan,Used
Changan,Alsvin,2023,3068291,85881,Petrol,Automatic,Lahore,Used
Nissan,Juke,2013,2193484,49,Petrol,Automatic,Multan,New
Hyundai,Santro,2007,1105359,31853,Diesel,Automatic,Lahore,Used
Honda,Fit,2019,1302270,93648,Petrol,Automatic,Faisalabad,Used
Toyota,Aqua,2018,1701292,40,Petrol,Automatic,Lahore,New
Toyota,Corolla,2008,957496,48268,Petrol,Manual,Sialkot,Used
Changan,Oshan X7,2004,1666675,150276,Petrol,Automatic,Faisalabad,Used
Hyundai,Sonata,2004,2002620,104805,Petrol,Manual,Sialkot,Used
Daihatsu,Mira,2001,460975,27223,Petrol,Manual,Islamabad,Used
Suzuki,Alto,2020,1143151,69668,Diesel,Manual,Lahore,Used
Kia,Stonic,2018,3302812,162017,Diesel,Manual,Quetta,Used
Changan,Oshan X7,2015,1637049,164594,Petrol,Automatic,Karachi,Used
Toyota,Vitz,2015,3315941,107223,Petrol,Automatic,Quetta,Used
Toyota,Corolla,2001,400000,76458,Diesel,Automatic,Peshawar,Used
Suzuki,Wagon R,2007,400000,118678,Diesel,Automatic,Sialkot,Used
Toyota,Hilux,2020,2803598,8952,Diesel,Manual,Rawalpindi,Used
Toyota,Vitz,2012,2785363,10,Diesel,Automatic,Karachi,New
Suzuki,Wagon R,2004,736965,104533,Petrol,Manual,Lahore,Used
Honda,City,2008,2282905,136520,Petrol,Automatic,Peshawar,Used
Toyota,Yaris,2010,1931332,128372,Diesel,Manual,Karachi,Used
Hyundai,Santro,2021,2613301,63591,Petrol,Manual,Sialkot,Used
Hyundai,Sonata,2023,2085612,24935,Petrol,Manual,Sialkot,Used
Hyundai,Santro,2014,1407636,177928,Petrol,Manual,Islamabad,Used
Daihatsu,Move,2018,1899370,152484,Petrol,Manual,Peshawar,Used
Nissan,Dayz,2019,2085433,152780,Petrol,Automatic,Karachi,Used
Hyundai,Sonata,2008,1060456,71,Petrol,Automatic,Peshawar,New
Honda,Civic,2004,1360909,88854,Petrol,Manual,Rawalpindi,Used
Daihatsu,Cuore,2010,949881,61,Petrol,Automatic,Peshawar,New
Suzuki,Wagon R,2013,400000,95,Petrol,Manual,Karachi,New
Honda,City,2000,1408811,74064,Diesel,Automatic,Lahore,Used
Honda,Fit,2016,3071590,141650,Petrol,Manual,Peshawar,Used
Changan,Alsvin,2021,3552835,80197,Petrol,Automatic,Quetta,Used
Suzuki,Swift,2001,400000,21031,Petrol,Manual,Faisalabad,Used
Toyota,Hilux,2020,2954714,19213,Petrol,Automatic,Rawalpindi,Used
Suzuki,Swift,2017,764738,13235,Petrol,Manual,Quetta,Used
Kia,Sorento,2015,2728579,67958,Diesel,Manual,Quetta,Used
Toyota,Aqua,2011,1129535,70586,Diesel,Automatic,Peshawar,Used
Hyundai,Sonata,2006,1351230,18244,Petrol,Automatic,Peshawar,Used
Toyota,Yaris,2001,1028232,70402,Petrol,Automatic,Rawalpindi,Used
Toyota,Corolla,2009,2762018,93175,Diesel,Automatic,Quetta,Used
Suzuki,Swift,2008,400000,1,Petrol,Manual,Lahore,New
Toyota,Corolla,2023,2695780,130176,Petrol,Automatic,Multan,Used
Changan,Oshan X7,2007,1926844,123794,Petrol,Manual,Rawalpindi,Used
Suzuki,Mehran,2009,451042,61,Hybrid,Manual,Islamabad,New
Kia,Picanto,2007,1544840,167530,Petrol,Manual,Lahore,Used
Suzuki,Mehran,2005,400000,162964,Diesel,Manual,Peshawar,Used
BMW,X5,2021,6274250,77429,Petrol,Manual,Faisalabad,Used
Changan,Karvaan,2008,1285924,158138,Petrol,Manual,Lahore,Used
Changan,Alsvin,2009,2668926,134896,Petrol,Manual,Faisalabad,Used
Honda,Civic,2002,1623628,162054,Petrol,Automatic,Lahore,Used
Nissan,Clipper,2012,1082989,116022,Petrol,Manual,Karachi,Used
Kia,Sportage,2001,2107238,125960,Petrol,Automatic,Quetta,Used
Suzuki,Swift,2001,400000,30623,Petrol,Manual,Karachi,Used
Hyundai,Elantra,2021,2950782,96763,Petrol,Automatic,Quetta,Used
Toyota,Yaris,2022,2271074,152206,Diesel,Manual,Sialkot,Used
Toyota,Corolla,2011,2347112,141595,Hybrid,Automatic,Peshawar,Used
Toyota,Vitz,2003,1465395,114156,Petrol,Manual,Multan,Used
Honda,N WGN,2009,3101710,115251,Hybrid,Automatic,Multan,Used
Suzuki,Alto,2010,400000,36304,Petrol,Automatic,Lahore,Used
Suzuki,Mehran,2010,400000,39524,Petrol,Manual,Lahore,Used
Honda,BR-V,2012,609175,38727,Petrol,Automatic,Multan,Used
Nissan,Clipper,2023,3769767,156973,Petrol,Manual,Sialkot,Used
Toyota,Hilux,2020,3028842,27354,Petrol,Automatic,Karachi,Used
Toyota,Vitz,2020,2075489,73,Diesel,Automatic,Islamabad,New
Hyundai,Tucson,2013,2259689,36588,Petrol,Manual,Multan,Used
Honda,Civic,2003,1637752,163843,Petrol,Manual,Rawalpindi,Used
Toyota,Corolla,2016,2553595,106792,Petrol,Automatic,Islamabad,Used
Suzuki,Swift,2006,447104,173079,Diesel,Manual,Quetta,Used
Toyota,Hilux,2023,3623997,22008,Petrol,Manual,Karachi,Used
Daihatsu,Cuore,2001,400000,58277,Petrol,Automatic,Faisalabad,Used
Hyundai,Elantra,2022,3003497,90164,Petrol,Automatic,Peshawar,Used
Daihatsu,Mira,2003,1678969,68657,Diesel,Automatic,Multan,Used
Daihatsu,Cuore,2022,2709554,179639,Hybrid,Automatic,Lahore,Used
Honda,City,2020,1634761,29611,Petrol,Automatic,Sialkot,Used
Hyundai,Santro,2015,1199259,172129,Petrol,Manual,Multan,Used
Suzuki,Mehran,2009,886987,175405,Petrol,Manual,Peshawar,Used
Honda,BR-V,2010,1161671,78,Petrol,Automatic,Faisalabad,New
Changan,Alsvin,2007,1308518,170921,Petrol,Automatic,Rawalpindi,Used
Suzuki,Wagon R,2023,1206730,113672,Petrol,Automatic,Peshawar,Used
Suzuki,Cultus,2001,400000,150607,Petrol,Automatic,Islamabad,Used
Kia,Sorento,2010,1450973,163238,Petrol,Manual,Islamabad,Used
Hyundai,Elantra,2016,2045710,24355,Petrol,Manual,Quetta,Used
Toyota,Vitz,2008,1373416,27255,Petrol,Manual,Quetta,Used
Toyota,Aqua,2004,1447510,106378,Petrol,Manual,Faisalabad,Used
Kia,Sportage,2004,2765934,157148,Diesel,Automatic,Faisalabad,Used
Kia,Stonic,2014,2498801,25139,Diesel,Automatic,Sialkot,Used
Honda,Fit,2010,1226706,157730,Diesel,Manual,Peshawar,Used
Kia,Sorento,2016,1621891,175701,Hybrid,Manual,Rawalpindi,Used
Toyota,Corolla,2003,2035083,45431,Petrol,Automatic,Multan,Used
Toyota,Hilux,2024,2463602,14001,Diesel,Manual,Sialkot,Used
Suzuki,Swift,2004,470468,28,Hybrid,Automatic,Sialkot,New
BMW,X1,2002,9511473,108813,Diesel,Manual,Rawalpindi,Used
Toyota,Corolla,2006,1381070,70593,Petrol,Manual,Peshawar,Used
Toyota,Corolla,2014,3726492,96096,Petrol,Manual,Quetta,Used
Hyundai,Elantra,2018,3359491,88269,Petrol,Manual,Rawalpindi,Used
Honda,Civic,2012,400000,94579,Petrol,Manual,Sialkot,Used
Honda,Fit,2023,1643672,140655,Hybrid,Manual,Sialkot,Used
Suzuki,Cultus,2010,400000,159611,Diesel,Manual,Multan,Used
Suzuki,Wagon R,2015,632540,152731,Petrol,Automatic,Faisalabad,Used
Suzuki,Alto,2024,928083,164487,Diesel,Automatic,Karachi,Used
Suzuki,Mehran,2021,599378,26,Petrol,Manual,Faisalabad,New
Toyota,Yaris,2020,3352590,68966,Diesel,Automatic,Karachi,Used
Honda,BR-V,2003,2027176,88350,Hybrid,Manual,Quetta,Used
Suzuki,Cultus,2004,400000,82016,Petrol,Manual,Islamabad,Used
Toyota,Corolla,2003,3409777,25,Diesel,Manual,Karachi,New
Honda,City,2021,1633122,87185,Petrol,Automatic,Rawalpindi,Used
Hyundai,Elantra,2007,2104586,127751,Petrol,Manual,Karachi,Used
Changan,Karvaan,2005,1878567,88933,Diesel,Automatic,Rawalpindi,Used
Hyundai,Sonata,2000,1906625,149208,Petrol,Manual,Faisalabad,Used
Toyota,Yaris,2000,2543044,111815,Petrol,Automatic,Quetta,Used
Kia,Picanto,2012,1474674,48737,Diesel,Manual,Lahore,Used
Toyota,Aqua,2017,2618553,28,Petrol,Automatic,Lahore,New
Hyundai,Santro,2001,1699640,123572,Petrol,Automatic,Sialkot,Used
Honda,City,2024,2454912,19,Petrol,Manual,Peshawar,New
Hyundai,Sonata,2001,1100728,8391,Petrol,Automatic,Multan,Used
Toyota,Hilux,2015,1717855,161525,Petrol,Automatic,Multan,Used
Toyota,Vitz,2002,1945578,156044,Diesel,Manual,Faisalabad,Used
Kia,Sportage,2022,2726891,123648,Petrol,Automatic,Peshawar,Used
Toyota,Aqua,2009,2327886,43329,Hybrid,Manual,Islamabad,Used
Kia,Sportage,2022,3547902,32322,Diesel,Automatic,Lahore,Used
Toyota,Vitz,2015,1652945,95261,Petrol,Manual,Multan,Used
Toyota,Vitz,2015,2793524,178282,Petrol,Automatic,Sialkot,Used
Suzuki,Cultus,2002,400000,118748,Petrol,Automatic,Islamabad,Used
Hyundai,Sonata,2016,1295816,168998,Petrol,Manual,Multan,Used
Suzuki,Cultus,2006,690556,69018,Petrol,Manual,Islamabad,Used
Toyota,Aqua,2014,1208288,43,Diesel,Automatic,Multan,New
Suzuki,Mehran,2000,400000,75606,Electric,Automatic,Quetta,Used
Suzuki,Alto,2021,1085423,139020,Hybrid,Manual,Quetta,Used
Changan,Karvaan,2015,1820070,170831,Petrol,Automatic,Sialkot,Used
Toyota,Aqua,2015,2963126,113320,Petrol,Automatic,Lahore,Used
Hyundai,Elantra,2005,2071768,51058,Hybrid,Automatic,Islamabad,Used
Honda,Civic,2024,3143150,96361,Petrol,Manual,Lahore,Used
Nissan,Clipper,2008,2211771,146336,Petrol,Manual,Sialkot,Used
Nissan,Dayz,2002,927568,65880,Petrol,Automatic,Karachi,Used
Suzuki,Cultus,2016,937861,90559,Petrol,Automatic,Faisalabad,Used
Changan,Oshan X7,2024,3095107,121137,Petrol,Manual,Islamabad,Used
Suzuki,Cultus,2024,1184498,142496,Petrol,Manual,Sialkot,Used
Toyota,Aqua,2020,3055482,18248,Petrol,Automatic,Rawalpindi,Used
Suzuki,Cultus,2011,400000,161758,Diesel,Manual,Multan,Used
Toyota,Yaris,2012,2605292,68985,Petrol,Manual,Multan,Used
Suzuki,Swift,2005,400000,8743,Petrol,Automatic,Multan,Used
Toyota,Corolla,2016,2007233,78737,Petrol,Automatic,Multan,Used
Hyundai,Elantra,2008,2041028,64962,Hybrid,Automatic,Lahore,Used
Toyota,Yaris,2024,2250460,142405,Petrol,Manual,Faisalabad,Used
Suzuki,Alto,2017,788610,44914,Petrol,Manual,Lahore,Used
Hyundai,Tucson,2020,2453132,54,Petrol,Manual,Multan,New
Hyundai,Tucson,2005,408081,114796,Petrol,Automatic,Quetta,Used
Suzuki,Wagon R,2006,855043,104545,Diesel,Automatic,Faisalabad,Used
Toyota,Corolla,2013,2555183,147697,Petrol,Manual,Rawalpindi,Used
Daihatsu,Mira,2002,782388,76776,Petrol,Automatic,Sialkot,Used
Honda,BR-V,2008,400000,24992,Diesel,Automatic,Quetta,Used
Hyundai,Sonata,2000,400000,172429,Hybrid,Automatic,Multan,Used
Toyota,Corolla,2008,1695052,177243,Petrol,Automatic,Quetta,Used
Hyundai,Sonata,2014,2161011,71969,Diesel,Automatic,Islamabad,Used
Honda,N WGN,2022,3841857,46055,Petrol,Automatic,Sialkot,Used
Changan,Oshan X7,2002,1682032,138434,Petrol,Manual,Islamabad,Used
Suzuki,Swift,2012,437648,114328,Petrol,Automatic,Peshawar,Used
Changan,Karvaan,2024,2456188,35,Diesel,Automatic,Rawalpindi,New
Nissan,Clipper,2007,1053724,5,Diesel,Automatic,Quetta,New
Suzuki,Swift,2004,400000,65385,Petrol,Manual,Faisalabad,Used
Suzuki,Cultus,2015,688974,60177,Petrol,Manual,Islamabad,Used
Daihatsu,Cuore,2024,3700101,55089,Petrol,Automatic,Sialkot,Used
Toyota,Aqua,2003,2129272,38565,Petrol,Automatic,Sialkot,Used
Toyota,Corolla,2010,1424480,134912,Petrol,Manual,Karachi,Used
Daihatsu,Mira,2017,1818564,132985,Petrol,Automatic,Karachi,Used
Honda,BR-V,2008,959832,33107,Petrol,Manual,Lahore,Used
Honda,BR-V,2022,2233417,45,Petrol,Manual,Sialkot,New
Toyota,Vitz,2024,2732166,161991,Petrol,Manual,Karachi,Used
Toyota,Yaris,2012,1043919,128198,Petrol,Automatic,Karachi,Used
Honda,N WGN,2000,1318224,60235,Petrol,Automatic,Peshawar,Used
Daihatsu,Mira,2017,3557542,6244,Petrol,Automatic,Peshawar,Used
Suzuki,Alto,2004,400000,120646,Petrol,Manual,Multan,Used
Honda,N WGN,2001,400000,56458,Petrol,Automatic,Quetta,Used
Toyota,Aqua,2020,2284889,68990,Petrol,Manual,Islamabad,Used
Honda,N WGN,2007,2058193,59838,Hybrid,Manual,Rawalpindi,Used
Honda,City,2023,3140216,141817,Petrol,Manual,Rawalpindi,Used
Suzuki,Mehran,2014,864810,29377,Petrol,Manual,Faisalabad,Used
Toyota,Aqua,2008,1083292,126428,Petrol,Automatic,Multan,Used
Toyota,Corolla,2019,2812635,155723,Petrol,Manual,Rawalpindi,Used
Honda,Civic,2024,2341254,10567,Petrol,Automatic,Multan,Used
Honda,N WGN,2003,3200853,81896,Diesel,Manual,Peshawar,Used
Toyota,Aqua,2006,1572039,87,Petrol,Manual,Quetta,New
Hyundai,Santro,2018,2752183,137723,Petrol,Automatic,Multan,Used
Suzuki,Alto,2003,400000,56,Electric,Manual,Quetta,New
Audi,A3,2004,11004758,148973,Diesel,Automatic,Lahore,Used
Suzuki,Swift,2024,1472491,138402,Petrol,Automatic,Faisalabad,Used
Honda,N WGN,2002,2681432,172293,Petrol,Automatic,Peshawar,Used
Kia,Stonic,2011,2086584,77902,Petrol,Manual,Rawalpindi,Used
Suzuki,Wagon R,2011,1020875,134250,Diesel,Manual,Faisalabad,Used
Suzuki,Alto,2008,472360,20495,Diesel,Manual,Karachi,Used
Hyundai,Sonata,2013,2102711,6,Diesel,Manual,Karachi,New
Toyota,Hilux,2015,2426187,47291,Petrol,Manual,Faisalabad,Used
Suzuki,Cultus,2023,1333661,155922,Diesel,Automatic,Peshawar,Used
Suzuki,Mehran,2015,569883,170431,Diesel,Manual,Faisalabad,Used
Toyota,Aqua,2016,2687923,179849,Hybrid,Automatic,Quetta,Used
Nissan,Dayz,2022,3884475,97957,Petrol,Automatic,Multan,Used
Kia,Sorento,2014,2402528,110198,Petrol,Automatic,Quetta,Used
Toyota,Yaris,2022,1675608,44,Petrol,Automatic,Karachi,New
Toyota,Yaris,2003,1384195,126857,Petrol,Manual,Karachi,Used
Toyota,Yaris,2014,3131465,120101,Petrol,Manual,Karachi,Used
Toyota,Aqua,2005,2651483,154283,Diesel,Automatic,Faisalabad,Used
Suzuki,Mehran,2020,904838,109238,Petrol,Automatic,Quetta,Used
Suzuki,Wagon R,2009,400000,172863,Hybrid,Automatic,Lahore,Used
Toyota,Aqua,2013,3121900,92939,Petrol,Manual,Multan,Used
Hyundai,Elantra,2020,2047823,79,Petrol,Automatic,Peshawar,New
Kia,Stonic,2001,630675,21952,Petrol,Automatic,Quetta,Used
Suzuki,Cultus,2004,400000,105631,Petrol,Manual,Peshawar,Used
Toyota,Corolla,2010,1460173,46096,Petrol,Automatic,Multan,Used
Changan,Karvaan,2007,743654,118858,Hybrid,Manual,Sialkot,Used
Kia,Stonic,2017,1889180,13394,Hybrid,Manual,Rawalpindi,Used
Suzuki,Cultus,2012,400000,176315,Petrol,Manual,Peshawar,Used
Toyota,Aqua,2004,2110156,12909,Petrol,Manual,Peshawar,Used
Changan,Alsvin,2011,1259778,14468,Petrol,Manual,Faisalabad,Used
Toyota,Yaris,2024,3960710,148173,Petrol,Automatic,Peshawar,Used
Honda,N WGN,2004,1311754,117954,Petrol,Manual,Islamabad,Used
Toyota,Aqua,2002,1390303,122109,Petrol,Manual,Lahore,Used
Daihatsu,Mira,2015,1676937,92706,Petrol,Automatic,Quetta,Used
Hyundai,Sonata,2024,2901865,174440,Petrol,Automatic,Quetta,Used
Toyota,Yaris,2003,1060175,28377,Petrol,Manual,Lahore,Used
Toyota,Vitz,2024,2134046,38425,Diesel,Manual,Quetta,Used
Suzuki,Mehran,2003,400000,75719,Petrol,Automatic,Islamabad,Used
Honda,Fit,2002,2519290,16419,Diesel,Manual,Rawalpindi,Used
Toyota,Aqua,2017,1736182,110342,Petrol,Manual,Rawalpindi,Used
Suzuki,Alto,2016,439351,147040,Diesel,Automatic,Peshawar,Used
Daihatsu,Cuore,2001,2114650,55486,Petrol,Automatic,Peshawar,Used
Changan,Oshan X7,2023,1637822,103737,Hybrid,Automatic,Peshawar,Used
Changan,Oshan X7,2023,3214925,159743,Petrol,Automatic,Lahore,Used
Hyundai,Tucson,2003,1255469,84550,Petrol,Automatic,Lahore,Used
Suzuki,Wagon R,2013,650142,42797,Petrol,Automatic,Peshawar,Used
Honda,City,2012,757471,75117,Petrol,Manual,Peshawar,Used
Honda,City,2012,3453576,0,Petrol,Automatic,Faisalabad,New
Kia,Stonic,2013,2050273,36452,Diesel,Manual,Peshawar,Used
Honda,N WGN,2020,1365572,73,Petrol,Automatic,Faisalabad,New
Suzuki,Mehran,2018,866721,175195,Petrol,Manual,Peshawar,Used
Suzuki,Swift,2004,400000,54815,Diesel,Automatic,Islamabad,Used
Daihatsu,Mira,2015,1805709,133240,Petrol,Automatic,Islamabad,Used
Toyota,Yaris,2021,2824287,133452,Petrol,Manual,Lahore,Used
Honda,Civic,2022,3521478,156154,Petrol,Automatic,Sialkot,Used
Suzuki,Wagon R,2020,939022,172527,Petrol,Manual,Sialkot,Used
Audi,A3,2018,10711834,102750,Petrol,Automatic,Islamabad,Used
Toyota,Hilux,2013,2574998,47790,Petrol,Manual,Sialkot,Used
Suzuki,Cultus,2015,741851,144571,Petrol,Manual,Peshawar,Used
Honda,Fit,2017,1349507,40180,Diesel,Automatic,Lahore,Used
Daihatsu,Move,2002,400000,39064,Petrol,Manual,Karachi,Used
Suzuki,Swift,2021,935001,124231,Petrol,Manual,Rawalpindi,Used
Toyota,Aqua,2022,1759087,61875,Petrol,Automatic,Lahore,Used
Hyundai,Santro,2021,3180346,172024,Petrol,Manual,Multan,Used
Honda,BR-V,2015,1828319,30583,Petrol,Automatic,Faisalabad,Used
Suzuki,Cultus,2016,546118,50460,Petrol,Automatic,Sialkot,Used
Toyota,Vitz,2019,2206370,79056,Petrol,Manual,Rawalpindi,Used
Honda,N WGN,2004,693574,134116,Petrol,Automatic,Quetta,Used
Toyota,Aqua,2014,1284843,32957,Petrol,Manual,Islamabad,Used
Suzuki,Wagon R,2016,438226,104211,Petrol,Automatic,Multan,Used
Kia,Sorento,2017,2446982,9145,Diesel,Manual,Quetta,Used
Toyota,Hilux,2024,3045627,160728,Petrol,Manual,Karachi,Used
Nissan,Juke,2022,2330665,51572,Petrol,Automatic,Islamabad,Used
Honda,Civic,2004,1616649,111771,Petrol,Manual,Quetta,Used
Honda,BR-V,2013,2494849,142714,Petrol,Automatic,Sialkot,Used
Changan,Oshan X7,2016,1808436,25559,Diesel,Manual,Faisalabad,Used
Hyundai,Sonata,2018,1560881,151872,Petrol,Manual,Islamabad,Used
Suzuki,Wagon R,2020,1221622,58,Petrol,Manual,Multan,New
Suzuki,Cultus,2016,854272,97557,Petrol,Manual,Quetta,Used
Honda,Fit,2017,1880677,10328,Petrol,Automatic,Karachi,Used
Hyundai,Tucson,2023,3543035,114108,Petrol,Manual,Islamabad,Used
Toyota,Aqua,2015,2619863,71416,Diesel,Automatic,Multan,Used
Toyota,Corolla,2021,1342295,170455,Hybrid,Manual,Islamabad,Used
Toyota,Yaris,2015,1853979,108305,Petrol,Automatic,Faisalabad,Used
Hyundai,Elantra,2001,2141860,124704,Petrol,Manual,Islamabad,Used
Kia,Sportage,2005,1681638,66607,Petrol,Manual,Quetta,Used
Toyota,Vitz,2021,3219809,70717,Hybrid,Automatic,Multan,Used
Hyundai,Sonata,2017,2669258,59215,Petrol,Automatic,Faisalabad,Used
Kia,Sorento,2019,1096014,61,Petrol,Automatic,Sialkot,New
Suzuki,Swift,2002,400000,14235,Petrol,Manual,Multan,Used
Toyota,Vitz,2019,2233822,44730,Diesel,Automatic,Quetta,Used
Suzuki,Cultus,2009,400000,115938,Petrol,Automatic,Karachi,Used
Suzuki,Wagon R,2024,1400647,42855,Diesel,Manual,Sialkot,Used
Toyota,Vitz,2015,804324,151862,Diesel,Automatic,Quetta,Used
Suzuki,Cultus,2020,1001281,75262,Hybrid,Manual,Lahore,Used
Suzuki,Swift,2002,400000,58637,Petrol,Automatic,Lahore,Used
Hyundai,Santro,2005,2140218,108406,Petrol,Manual,Rawalpindi,Used
Honda,Civic,2018,2483780,110093,Petrol,Automatic,Karachi,Used
Honda,City,2012,1670796,99031,Petrol,Manual,Faisalabad,Used
Suzuki,Mehran,2014,1206750,83763,Diesel,Automatic,Lahore,Used
Suzuki,Wagon R,2024,1004903,170620,Electric,Automatic,Multan,Used
Toyota,Yaris,2015,1301750,88074,Petrol,Manual,Quetta,Used
Toyota,Corolla,2010,2300091,158294,Diesel,Automatic,Quetta,Used
Suzuki,Cultus,2022,1293841,164641,Diesel,Automatic,Peshawar,Used
Toyota,Hilux,2005,3102400,18009,Petrol,Automatic,Rawalpindi,Used
Hyundai,Tucson,2006,1578762,154927,Petrol,Manual,Multan,Used
Suzuki,Alto,2007,400000,80268,Petrol,Manual,Quetta,Used
Suzuki,Cultus,2023,781689,74707,Petrol,Manual,Lahore,Used
Kia,Stonic,2013,2635343,179701,Hybrid,Manual,Peshawar,Used
Honda,City,2004,1698306,38985,Petrol,Manual,Sialkot,Used
Honda,Civic,2013,1701708,148376,Diesel,Automatic,Rawalpindi,Used
Hyundai,Sonata,2004,1558676,165554,Petrol,Manual,Rawalpindi,Used
Toyota,Hilux,2020,3369694,112620,Petrol,Manual,Quetta,Used
Toyota,Aqua,2021,1403032,44555,Diesel,Automatic,Lahore,Used
Hyundai,Tucson,2017,1083787,148217,Petrol,Manual,Peshawar,Used
Toyota,Aqua,2011,1734310,34127,Petrol,Manual,Sialkot,Used
Suzuki,Alto,2017,857292,132528,Petrol,Manual,Faisalabad,Used
Honda,Civic,2018,3177809,116874,Petrol,Manual,Faisalabad,Used
Toyota,Aqua,2007,1472103,121447,Petrol,Manual,Rawalpindi,Used
Suzuki,Swift,2018,712231,117827,Hybrid,Automatic,Sialkot,Used
Suzuki,Alto,2011,400000,37,Petrol,Manual,Rawalpindi,New
Toyota,Aqua,2001,1382738,162361,Petrol,Manual,Karachi,Used
Suzuki,Cultus,2024,1454640,173190,Petrol,Automatic,Lahore,Used
Toyota,Hilux,2015,2592872,9213,Petrol,Manual,Lahore,Used
Honda,Civic,2014,3029054,106939,Petrol,Automatic,Quetta,Used
Honda,N WGN,2011,1633816,161132,Petrol,Manual,Peshawar,Used
Toyota,Yaris,2003,2628053,73798,Petrol,Manual,Lahore,Used
Nissan,Dayz,2018,2425034,70791,Petrol,Manual,Faisalabad,Used
Suzuki,Cultus,2002,400000,140060,Petrol,Manual,Multan,Used
Nissan,Dayz,2019,3330847,66,Petrol,Manual,Quetta,New
Honda,N WGN,2007,621011,15614,Petrol,Automatic,Karachi,Used
Toyota,Corolla,2010,891250,65323,Petrol,Manual,Faisalabad,Used
Suzuki,Mehran,2002,400000,53471,Petrol,Automatic,Quetta,Used
Suzuki,Cultus,2006,568441,111540,Petrol,Automatic,Peshawar,Used
Nissan,Dayz,2022,3358737,158437,Petrol,Automatic,Multan,Used
Changan,Alsvin,2016,1220196,110732,Hybrid,Manual,Sialkot,Used
Honda,BR-V,2020,3658683,129804,Hybrid,Manual,Multan,Used
Suzuki,Mehran,2015,621202,69817,Diesel,Manual,Multan,Used
Suzuki,Swift,2021,1064926,90433,Hybrid,Automatic,Karachi,Used
Kia,Stonic,2008,444007,41830,Petrol,Automatic,Karachi,Used
Kia,Sportage,2014,1869812,111105,Petrol,Manual,Sialkot,Used
Suzuki,Wagon R,2012,430125,25554,Diesel,Manual,Quetta,Used
Suzuki,Swift,2014,490034,120946,Petrol,Manual,Sialkot,Used
Suzuki,Mehran,2017,400000,136285,Petrol,Manual,Peshawar,Used
Kia,Picanto,2022,1373742,56326,Diesel,Manual,Quetta,Used
Suzuki,Mehran,2006,750569,123866,Diesel,Automatic,Peshawar,Used
Suzuki,Cultus,2001,400000,52624,Petrol,Automatic,Sialkot,Used
Suzuki,Swift,2017,1105982,53014,Petrol,Manual,Rawalpindi,Used
Toyota,Hilux,2024,2711253,49734,Petrol,Automatic,Quetta,Used
Suzuki,Cultus,2000,400000,153467,Petrol,Manual,Sialkot,Used
Suzuki,Swift,2017,998897,116424,Diesel,Automatic,Multan,Used
Toyota,Yaris,2017,2389545,17039,Hybrid,Manual,Quetta,Used
Toyota,Aqua,2018,2144096,81181,Petrol,Automatic,Peshawar,Used
BMW,3 Series,2021,11416140,97744,Hybrid,Manual,Karachi,Used
Suzuki,Mehran,2020,959215,21958,Petrol,Manual,Peshawar,Used
Honda,City,2006,2564496,99316,Diesel,Automatic,Karachi,Used
Honda,City,2009,706054,27451,Petrol,Manual,Faisalabad,Used
Honda,Civic,2012,3266624,117229,Diesel,Automatic,Lahore,Used
Toyota,Aqua,2020,3204928,65544,Petrol,Automatic,Faisalabad,Used
Toyota,Aqua,2001,1336112,70,Petrol,Automatic,Islamabad,New
Honda,Civic,2012,3595198,175607,Petrol,Manual,Rawalpindi,Used
